[2026-02-10 11:31:31,194] INFO      [HARSHIT] Starting adapter
[2026-02-10 11:31:31,195] INFO      [HARSHIT] Adapter INIT | Zerodha adapter starting
[2026-02-10 11:31:31,196] INFO      [HARSHIT] LOGIN_START | Starting Zerodha login
[2026-02-10 11:31:35,499] INFO      [HARSHIT] LOGIN_SUCCESS | Access token received: 1JibF4TzEEzITSEedCu9dbAG917UhEc3
[2026-02-10 11:31:35,499] INFO      [HARSHIT] [INSTRUMENTS] CSV already exists
[2026-02-10 11:31:35,636] INFO      [HARSHIT] [INSTRUMENTS] Loaded 169005 rows
[2026-02-10 11:31:35,636] INFO      [HARSHIT] INSTRUMENTS_READY | Instruments loaded
[2026-02-10 11:31:35,636] INFO      [HARSHIT] Adapter READY | Zerodha adapter initialized
[2026-02-10 11:31:38,641] INFO      [HARSHIT] WS_START | Starting Zerodha WebSocket
[2026-02-10 11:31:38,740] INFO      [HARSHIT] Adapter connected successfully
[2026-02-10 11:31:38,823] INFO      [HARSHIT] [WS] Connected to Zerodha
[2026-02-10 11:31:53,382] INFO      [HARSHIT] COMMAND | action=PLACE_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 14366, 'SymbolName': 'IDEA', 'ExchangeInstrumentName': 'IDEA', 'ProductType': 'MIS', 'OrderType': 'LIMIT', 'OrderSide': 'Buy', 'TimeInForce': 'GFD', 'DisclosedQuantity': 0, 'OrderQuantity': 1, 'LimitPrice': 10.6, 'StopPrice': 0.0, 'BlitzAppOrderID': 3156569627, 'AlgoID': '123456789', 'AlgoCategory': '123654789123', 'IsFictiveOrder': 'False'}
[2026-02-10 11:31:53,383] INFO      [HARSHIT] CACHE_TEMP | blitz_id=3156569627
[2026-02-10 11:31:53,384] INFO      [HARSHIT] ZERODHA_REST_OUT | payload={'tradingsymbol': 'IDEA', 'exchange': 'NSE', 'transaction_type': 'BUY', 'order_type': 'LIMIT', 'quantity': 1, 'product': 'MIS', 'price': 10.6, 'trigger_price': 0.0, 'validity': 'DAY', 'disclosed_quantity': 0}
[2026-02-10 11:31:53,506] INFO      [HARSHIT] ZERODHA_REST_IN | payload={'status': 'success', 'data': {'order_id': '260210150872810'}}
[2026-02-10 11:31:53,506] INFO      [HARSHIT] ORDER_PLACED | blitz=3156569627 zerodha=260210150872810
[2026-02-10 11:31:53,532] INFO      [HARSHIT] ZERODHA_WS_RESPONSE | payload={'account_id': 'RGZ539', 'unfilled_quantity': 0, 'checksum': '', 'placed_by': 'RGZ539', 'order_id': '260210150872810', 'exchange_order_id': '1100000037891836', 'parent_order_id': None, 'status': 'OPEN', 'status_message': None, 'status_message_raw': None, 'order_timestamp': '2026-02-10 11:31:53', 'exchange_update_timestamp': '2026-02-10 11:31:53', 'exchange_timestamp': '2026-02-10 11:31:53', 'variety': 'regular', 'exchange': 'NSE', 'tradingsymbol': 'IDEA', 'instrument_token': 3677697, 'order_type': 'LIMIT', 'transaction_type': 'BUY', 'validity': 'DAY', 'product': 'MIS', 'quantity': 1, 'disclosed_quantity': 0, 'price': 10.6, 'trigger_price': 0, 'average_price': 0, 'filled_quantity': 0, 'pending_quantity': 1, 'cancelled_quantity': 0, 'market_protection': 0, 'meta': {}, 'tag': None, 'guid': '205871X4d8PECTLUwzT'}
[2026-02-10 11:31:53,532] INFO      [HARSHIT] BLITZ_RESPONSE | order_id=260210150872810 payload={'SequenceNumber': 0, 'Account': '', 'ExchangeClientID': 'HARSHIT', 'BlitzAppOrderID': 3156569627, 'ExchangeOrderID': '260210150872810', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 14366, 'OrderSide': 'Buy', 'OrderType': 'LIMIT', 'ProductType': 'MIS', 'TimeInForce': 'GFD', 'OrderPrice': 10.6, 'OrderQuantity': 1, 'OrderStopPrice': 0.0, 'OrderStatus': 'New', 'OrderAverageTradedPrice': 0, 'LeavesQuantity': 1, 'CumulativeQuantity': 0, 'OrderDisclosedQuantity': 0, 'OrderGeneratedDateTime': None, 'ExchangeTransactTime': '2026-02-10 11:31:53', 'LastUpdateDateTime': '2026-02-10 11:31:53', 'CancelRejectReason': '', 'LastTradedPrice': 0, 'LastTradedQuantity': 0, 'LastExecutionTransactTime': '2026-02-10 11:31:53', 'ExecutionID': '1100000037891836'}
[2026-02-10 11:31:53,778] INFO      [HARSHIT] [WS] NEW order published | order_id=260210150872810
[2026-02-10 11:32:03,663] INFO      [HARSHIT] COMMAND | action=MODIFY_ORDER payload={'Account': '', 'ExchangeClientID': 'HARSHIT', 'ExchangeSegment': 'NSECM', 'ExchangeInstrumentID': 14366, 'SymbolName': 'IDEA', 'ExchangeInstrumentName': 'IDEA', 'ModifiedProductType': 'MIS', 'ModifiedOrderType': 'LIMIT', 'ModifiedTimeInForce': 'GFD', 'ModifiedDisclosedQuantity': 0, 'ModifiedOrderQuantity': 1, 'ModifiedLimitPrice': 10.7, 'ModifiedStopPrice': 0.0, 'LeavesQuantity': 1, 'CummulativeQuantity': 0, 'LastOrderModifiedTime': 1770703313, 'BlitzAppOrderID': 3156569627, 'ExchangeOrderID': '260210150872810'}
[2026-02-10 11:32:03,665] INFO      [HARSHIT] ZERODHA_MODIFY_REQUEST | order_id=260210150872810 payload={'quantity': 1, 'price': 10.7, 'trigger_price': 0.0, 'validity': 'DAY', 'order_type': 'LIMIT', 'disclosed_quantity': 0}
